Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Engine,Max_power,Color,Seating_capacity,Mileage
Hatchback,70000,1,Ford,Ford Figo,2017,450000,Diesel,Third Party insurance,Manual,1498,99.0,Black,5,24.29
SUV,20000,1,Hyundai,Hyundai Venue,2022,1085000,Petrol,Third Party insurance,Manual,998,118.41,Others,5,24.29
Hatchback,24077,1,Datsun,Datsun RediGO,2021,400000,Petrol,Comprehensive,Manual,799,53.64,Red,5,20.71
Sedan,81985,1,Maruti,Maruti Swift Dzire,2012,484999,Diesel,Comprehensive,Manual,1248,73.9,Black,5,19.3
MUV,30000,2,Maruti,Maruti Ertiga,2020,985000,Petrol,Third Party insurance,Automatic,1462,103.26,Others,7,17.99
Sedan,91841,1,Honda,Honda City,2017,681000,Petrol,Third Party insurance,Manual,1497,117.3,Red,5,17.8
SUV,64961,3,Ford,Ford Ecosport,2016,621000,Petrol,Third Party insurance,Automatic,1499,110.4,Brown,5,15.63
Hatchback,20950,1,Maruti,Maruti Alto K10,2018,409999,Petrol,Comprehensive,Automatic,998,67.05,Red,5,23.95
Hatchback,94348,2,Hyundai,Hyundai i20,2016,505000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
SUV,32000,1,Hyundai,Hyundai Venue,2022,1290000,Diesel,Comprehensive,Manual,1493,113.45,White,5,18.6
Hatchback,51744,1,Hyundai,Hyundai i20,2019,708000,Petrol,Third Party insurance,Manual,1197,81.86,Red,5,18.6
SUV,81152,2,Mahindra,Mahindra XUV500,2020,1734000,Diesel,Comprehensive,Automatic,2179,152.87,Silver,7,15.1
Sedan,19516,1,Honda,Honda Amaze,2018,650000,Petrol,Comprehensive,Manual,1199,88.76,Red,5,18.6
Hatchback,29093,1,Maruti,Maruti Swift,2021,760000,Petrol,Comprehensive,Manual,1197,85.8,White,5,18.6
Sedan,54408,1,Honda,Honda Amaze,2018,785000,Diesel,Third Party insurance,Automatic,1498,78.9,Silver,5,23.8
Hatchback,16000,1,Maruti,Maruti Baleno,2019,745000,Petrol,Comprehensive,Manual,1197,81.8,Blue,5,21.01
SUV,100000,1,Ford,Ford Endeavour,2018,2000000,Diesel,Third Party insurance,Automatic,2198,158.0,Others,7,12.62
Hatchback,56876,1,Datsun,Datsun RediGO,2016,270000,Petrol,Comprehensive,Manual,799,53.64,Grey,5,22.7
Hatchback,50000,1,Volkswagen,Volkswagen Polo,2014,450000,Diesel,Third Party insurance,Manual,1199,73.9,Blue,5,22.07
Sedan,84505,2,Honda,Honda Amaze,2015,420000,Petrol,Comprehensive,Manual,1199,88.76,TITANIUM GREY,5,18.6
MUV,34000,1,Toyota,Toyota Innova Crysta,2021,2790000,Diesel,Comprehensive,Automatic,2393,148.0,Silver,7,12.0
Hatchback,22305,1,Maruti,Maruti Wagon R,2020,550000,Petrol,Comprehensive,Manual,998,67.05,Brown,5,21.79
Hatchback,33573,1,Renault,Renault KWID,2019,421000,Petrol,Comprehensive,Manual,999,67.0,Silver,5,23.01
Hatchback,33615,1,Datsun,Datsun RediGO,2019,303000,Petrol,Third Party,Manual,799,53.64,Silver,5,22.7
Hatchback,30000,2,Honda,Honda Jazz,2018,780000,Petrol,Third Party insurance,Automatic,1199,88.7,Others,5,18.2
Sedan,34935,1,Tata,Tata Tigor,2020,643000,Petrol,Comprehensive,Manual,1199,83.81,White,5,20.3
Hatchback,66511,2,Maruti,Maruti Celerio,2018,474000,Petrol,Comprehensive,Automatic,998,67.04,Orange,5,23.1
Sedan,24000,1,Toyota,Toyota Camry,2021,4200000,Petrol,Comprehensive,Automatic,2494,157.7,White,5,19.16
Sedan,68979,1,Maruti,Maruti Swift Dzire,2017,644000,Petrol,Comprehensive,Manual,1197,81.8,Blue,5,21.21
MUV,50000,1,Maruti,Maruti Ertiga,2021,1200000,Petrol,Third Party insurance,Manual,1462,103.26,Gray,7,19.01
Hatchback,45161,2,Maruti,Maruti Wagon R,2019,519000,Petrol,Comprehensive,Automatic,998,67.0,Orange,5,20.51
SUV,42917,1,Ford,Ford Ecosport,2018,811000,Diesel,Comprehensive,Manual,1498,98.96,Blue,5,23.0
Hatchback,20000,1,Maruti,Maruti Baleno,2019,725000,Petrol,Third Party insurance,Manual,1197,81.8,Others,5,21.01
Hatchback,32000,1,Maruti,Maruti Baleno,2018,725000,Petrol,Comprehensive,Automatic,1197,81.8,Grey,5,19.56
Hatchback,40000,1,Hyundai,Hyundai i20,2019,750000,Diesel,Third Party insurance,Manual,1396,88.76,Others,5,22.54
Sedan,29911,1,Honda,Honda City,2020,950000,Petrol,Comprehensive,Manual,1497,117.6,Lunar Silver Metallic,5,17.4
Sedan,23000,1,Hyundai,Hyundai Verna,2018,925000,Petrol,Comprehensive,Automatic,1591,121.3,Grey,5,17.0
Sedan,100000,2,Tata,Tata Zest,2018,525000,Diesel,Third Party insurance,Manual,1248,74.0,Others,5,22.95
MUV,42000,1,Toyota,Toyota Innova Crysta,2016,1875000,Diesel,Comprehensive,Manual,2393,147.8,Silver,7,13.68
Sedan,58000,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,2650000,Diesel,Comprehensive,Automatic,2143,170.0,White,5,19.27
Hatchback,53764,1,Maruti,Maruti Swift,2015,550000,Diesel,Comprehensive,Manual,1248,74.0,Grey,5,25.2
Hatchback,61455,1,Hyundai,Hyundai Grand i10,2015,500000,Petrol,Third Party insurance,Manual,1197,81.86,Silver,5,18.9
SUV,52732,2,Jeep,Jeep Compass,2018,1209000,Petrol,Zero Dep,Automatic,1368,160.0,Silver,5,16.0
Hatchback,61159,2,Honda,Honda Jazz,2017,656000,Petrol,Comprehensive,Automatic,1199,88.7,Red,5,19.0
Hatchback,90000,2,Hyundai,Hyundai i20,2010,295000,Petrol,Third Party insurance,Manual,1197,78.90559999999999,Others,5,17.0
Sedan,95296,1,Honda,Honda Amaze,2015,430999,Petrol,Comprehensive,Manual,1198,86.7,Brown,5,18.0
SUV,106506,1,Hyundai,Hyundai Creta,2018,894999,Petrol,Comprehensive,Manual,1591,121.3,Black,5,15.8
Sedan,70000,2,BMW,BMW 5 Series,2012,1500000,Diesel,Third Party insurance,Automatic,1995,218.0,Others,5,16.73
Hatchback,108551,2,Hyundai,Hyundai Grand i10,2015,392000,Petrol,Comprehensive,Manual,1197,82.0,Red,5,18.9
Sedan,54186,1,Honda,Honda Amaze,2014,470000,Diesel,Comprehensive,Manual,1498,98.6,Red,5,25.8
Sedan,106848,1,Honda,Honda Amaze,2018,726000,Petrol,Comprehensive,Automatic,1199,88.76,White,5,19.0
Sedan,38464,2,Volkswagen,Volkswagen Vento,2020,1023000,Petrol,Third Party,Automatic,999,108.62,Brown,5,16.35
Hatchback,59841,1,Maruti,Maruti Ignis,2017,500000,Petrol,Third Party insurance,Manual,1197,81.8,Grey,5,20.89
SUV,3000,1,Toyota,Toyota Fortuner,2023,4550000,Diesel,Comprehensive,Automatic,2755,201.15,White,7,20.89
SUV,19649,1,Hyundai,Hyundai Creta,2020,1590000,Petrol,Third Party insurance,Automatic,1497,113.18,Silver,5,20.89
Sedan,3300,1,BMW,BMW 3 Series Gran Limousine,2021,5600000,Diesel,Comprehensive,Automatic,1995,187.4,Black,5,19.62
Sedan,60000,3,Ford,Ford Mondeo,2003,140000,Petrol,Third Party insurance,Manual,1999,187.4,Others,5,9.0
SUV,40000,1,Hyundai,Hyundai Alcazar,2021,1900000,Petrol,Third Party insurance,Automatic,1999,156.9,Black,6,14.2
SUV,27000,1,Kia,Kia Seltos,2020,1425000,Petrol,Comprehensive,Automatic,1497,113.43,Blue,5,14.2
Hatchback,20950,1,Maruti,Maruti Alto K10,2018,409999,Petrol,Comprehensive,Automatic,998,67.05,Red,5,23.95
SUV,50000,1,Jeep,Jeep Compass,2018,1250000,Diesel,Third Party insurance,Manual,1956,170.0,Others,5,17.1
Hatchback,39000,1,Tata,Tata Nano,2014,125000,Petrol,Third Party insurance,Manual,624,37.5,Purple,4,25.4
SUV,55927,1,Hyundai,Hyundai Creta,2017,902999,Petrol,Comprehensive,Manual,1591,121.3,White,5,15.29
Hatchback,35325,2,Hyundai,Hyundai i20,2014,488000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
Hatchback,20000,2,Maruti,Maruti Baleno,2020,660000,Petrol,Third Party insurance,Manual,1197,81.8,Red,5,21.01
Hatchback,41248,1,Hyundai,Hyundai i20,2017,604000,Petrol,Third Party insurance,Manual,1197,81.83,Red,5,18.6
Hatchback,70076,1,Tata,Tata Tiago,2016,417000,Petrol,Third Party,Manual,1199,84.0,Brown,5,23.84
SUV,128398,1,Mahindra,Mahindra XUV300,2016,405000,Petrol,Comprehensive,Manual,1197,108.62,SILKY SILVER,5,16.82
Hatchback,20973,3,Maruti,Maruti Wagon R,2017,444000,Petrol,Comprehensive,Automatic,998,67.0,White,5,20.51
Hatchback,90000,2,Maruti,Maruti Swift,2007,220000,Petrol,Third Party insurance,Manual,1298,86.993424,Others,5,16.1
Sedan,98807,1,Hyundai,Hyundai Aura,2020,615000,Petrol,Comprehensive,Manual,1197,81.86,White,5,20.5
Sedan,102249,2,Honda,Honda Amaze,2015,396000,Petrol,Comprehensive,Manual,1198,86.7,Red,5,18.0
Hatchback,18837,1,Hyundai,Hyundai Grand i10,2018,650000,Petrol,Comprehensive,Automatic,1197,81.86,Red,5,18.9
SUV,50000,1,Jeep,Jeep Compass,2018,1400000,Diesel,Comprehensive,Manual,1956,170.0,Black,5,17.1
Hatchback,120000,1,Hyundai,Hyundai EON,2012,210000,Petrol,Third Party insurance,Manual,814,55.2,Others,5,21.1
MUV,19000,1,Toyota,Toyota Innova Crysta,2021,2475000,Diesel,Comprehensive,Automatic,2393,148.0,Silver,7,12.0
Hatchback,10000,1,Maruti,Maruti Alto 800,2020,400000,Petrol,Third Party insurance,Manual,796,47.33,Others,5,22.05
Hatchback,128876,1,Maruti,Maruti Celerio,2015,350000,Petrol,Comprehensive,Automatic,998,67.05,Red,5,21.63
Hatchback,37942,0,Maruti,Maruti Wagon R,2016,430000,Petrol,Third Party insurance,Manual,998,67.04,Red,5,20.51
Hatchback,37300,1,Hyundai,Hyundai Grand i10,2018,515000,Petrol,Comprehensive,Manual,1197,81.86,Red,5,18.9
SUV,30000,2,Mercedes-Benz,Mercedes-Benz GLC,2017,3750000,Diesel,Comprehensive,Automatic,2143,170.0,Blue,5,17.9
Hatchback,60000,1,Maruti,Maruti Zen,2002,120000,Petrol,Third Party insurance,Manual,993,59.1792,Others,5,17.3
Hatchback,82784,1,Hyundai,Hyundai i20,2014,492000,Diesel,Comprehensive,Manual,1396,88.73,Red,5,22.54
Sedan,63274,1,Maruti,Maruti Swift Dzire,2021,731000,Petrol,Third Party,Manual,1197,88.5,Blue,5,22.41
Hatchback,87521,1,Maruti,Maruti Alto K10,2015,345000,Petrol,Comprehensive,Automatic,998,67.05,Silver,5,23.95
Hatchback,77388,2,Hyundai,Hyundai i20 Active,2017,523000,Petrol,Third Party,Manual,1197,81.86,White,5,17.19
Hatchback,114772,1,Maruti,Maruti Wagon R,2014,302000,Petrol,Comprehensive,Manual,998,67.04,Silver,5,20.51
MUV,40000,1,Toyota,Toyota Innova Crysta,2019,2300000,Diesel,Third Party insurance,Manual,2393,147.8,Others,7,13.68
MUV,62493,2,Datsun,Datsun GO Plus,2019,500000,Petrol,Third Party insurance,Manual,1198,67.0,Brown,7,19.83
Sedan,20000,1,Honda,Honda City,2021,1350000,Petrol,Third Party insurance,Manual,1498,119.35,Others,5,18.6
Hatchback,59985,1,Hyundai,Hyundai Santro,2019,472000,Petrol,Comprehensive,Manual,1086,68.0,Yellow,5,20.3
Sedan,104073,2,Maruti,Maruti Ciaz,2017,564000,Petrol,Comprehensive,Manual,1373,91.1,Silver,5,20.73
Sedan,100000,2,Hyundai,Hyundai Xcent,2017,409999,Diesel,Third Party insurance,Manual,1186,73.97,Others,5,25.4
Hatchback,120000,1,Tata,Tata Tiago,2017,470000,Diesel,Third Party insurance,Manual,1047,69.0,Others,5,27.28
Hatchback,53819,1,Maruti,Maruti Baleno,2017,630000,Petrol,Comprehensive,Automatic,1197,83.1,White,5,21.4
Hatchback,98914,1,Ford,Ford Figo,2016,375000,Diesel,Third Party insurance,Manual,1498,99.0,Grey,5,25.83
Sedan,110000,1,Volkswagen,Volkswagen Ameo,2017,520000,Diesel,Third Party insurance,Manual,1498,108.62,Others,5,21.66
SUV,110000,3,Mahindra,Mahindra XUV500,2015,1000000,Diesel,Third Party insurance,Manual,2179,140.0,White,7,16.0
Sedan,4135,1,Honda,Honda City,2022,1597000,Petrol,Third Party insurance,Manual,1497,117.6,Golden Brown,5,17.4
Hatchback,35000,1,Hyundai,Hyundai i20,2019,800000,Petrol,Comprehensive,Automatic,1197,81.86,White,5,17.4
Hatchback,35983,1,Honda,Honda Jazz,2017,575000,Petrol,Third Party insurance,Manual,1199,88.7,Red,5,18.7
SUV,45000,1,Jeep,Jeep Compass,2020,2050000,Diesel,Comprehensive,Manual,1956,170.63,White,5,16.3
SUV,91109,1,Tata,Tata Harrier,2019,1422000,Diesel,Zero Dep,Manual,1956,138.1,White,5,17.0
Sedan,23325,1,Hyundai,Hyundai Xcent,2018,562000,Petrol,Zero Dep,Manual,1197,81.86,Silver,5,20.14
Hatchback,51690,1,Honda,Honda Jazz,2018,690000,Petrol,Comprehensive,Automatic,1199,88.7,Red,5,18.2
Hatchback,69786,2,Hyundai,Hyundai i20 Active,2017,573000,Petrol,Comprehensive,Manual,1197,81.86,White,5,17.19
Sedan,53612,2,Tata,Tata Tigor,2018,558000,Petrol,Comprehensive,Automatic,1199,83.81,Brown,5,20.3
Hatchback,41502,1,Maruti,Maruti Swift,2018,580000,Petrol,Comprehensive,Manual,1197,81.8,Blue,5,21.21
SUV,43841,2,Honda,Honda WR-V,2017,684000,Petrol,Third Party insurance,Manual,1199,88.7,Brown,5,17.5
Hatchback,110000,2,Hyundai,Hyundai i20,2010,290000,Petrol,Third Party insurance,Manual,1197,78.90559999999999,Silver,5,17.0
SUV,77380,1,Ford,Ford Ecosport,2018,762000,Petrol,Comprehensive,Automatic,1497,121.36,Silver,5,14.8
Hatchback,69269,1,Maruti,Maruti Baleno RS,2018,663000,Petrol,Third Party insurance,Manual,998,100.5,Red,5,21.1
SUV,53060,1,Maruti,Maruti SX4 S Cross,2018,869999,Diesel,Third Party insurance,Manual,1248,88.5,Grey,5,23.65
Sedan,70000,2,Mitsubishi,Mitsubishi Cedia,2011,320000,Petrol,Third Party insurance,Manual,1999,114.0,Silver,5,13.17
Sedan,58071,1,Honda,Honda City,2017,750000,Petrol,Comprehensive,Manual,1497,116.38575999999999,Golden Brown,5,17.0
Sedan,500,1,BMW,BMW 2 Series,2023,4750000,Petrol,Comprehensive,Automatic,1998,189.08,White,5,14.82
SUV,40000,1,Ford,Ford Ecosport,2021,950000,Diesel,Third Party insurance,Manual,1498,98.96,Others,5,21.7
MUV,20000,2,Maruti,Maruti Ertiga,2020,1025000,Petrol,Third Party insurance,Automatic,1462,103.26,Others,7,17.99
Sedan,68283,2,Maruti,Maruti Swift Dzire,2008,245000,Petrol,Third Party insurance,Manual,1298,85.8,Black,5,17.5
Sedan,73045,0,Honda,Honda Amaze,2014,395000,Petrol,Third Party insurance,Manual,1198,86.7,Red,5,18.0
SUV,49000,1,Hyundai,Hyundai Creta,2018,1080000,Diesel,Comprehensive,Manual,1396,88.7,White,5,22.1
MUV,150000,1,Chevrolet,Chevrolet Tavera,2009,200000,Diesel,Third Party insurance,Manual,2499,78.90559999999999,White,10,12.2
Hatchback,47547,2,Hyundai,Hyundai i20,2016,608000,Petrol,Third Party insurance,Manual,1197,81.83,Blue,5,18.6
Hatchback,100844,2,Hyundai,Hyundai i20 Active,2017,698000,Diesel,Third Party insurance,Manual,1396,88.73,White,5,21.19
Sedan,158945,1,Honda,Honda Amaze,2013,335000,Diesel,Third Party insurance,Manual,1498,98.63,Blue,5,24.7
Hatchback,111275,1,Hyundai,Hyundai i20,2014,501999,Diesel,Third Party insurance,Manual,1396,88.73,White,5,22.54
SUV,71770,2,Hyundai,Hyundai Creta,2018,1027000,Petrol,Comprehensive,Automatic,1591,121.3,White,5,14.8
Sedan,40000,1,Hyundai,Hyundai Verna,2019,900000,Petrol,Third Party insurance,Manual,1591,121.3,Others,5,17.0
SUV,55435,1,Honda,Honda WR-V,2017,769000,Petrol,Comprehensive,Manual,1199,88.7,Brown,5,17.5
Sedan,51396,1,Maruti,Maruti Swift Dzire,2016,595000,Petrol,Third Party insurance,Automatic,1197,83.14,Silver,5,18.5
Hatchback,79063,2,Maruti,Maruti Wagon R Stingray,2015,375000,Petrol,Comprehensive,Manual,998,67.04,White,5,20.51
Sedan,89570,1,Maruti,Maruti Ciaz,2015,585000,Petrol,Comprehensive,Manual,1373,91.1,White,5,20.73
Sedan,50000,2,Hyundai,Hyundai Verna,2012,450000,Petrol,Third Party insurance,Manual,1591,121.3,Others,5,17.01
SUV,30000,1,Tata,Tata New Safari,2022,2150000,Diesel,Third Party insurance,Manual,1956,167.67,Others,7,16.14
Sedan,100000,2,BMW,BMW 3 Series,2012,994999,Diesel,Third Party insurance,Automatic,1995,184.0,Others,5,18.88
Sedan,18477,1,Honda,Honda City,2021,1100000,Petrol,Comprehensive,Manual,1497,116.38575999999999,Brown,5,17.0
Hatchback,120000,3,Volkswagen,Volkswagen Polo,2014,350000,Petrol,Third Party insurance,Manual,1198,74.0,Others,5,16.47
Sedan,77204,1,Maruti,Maruti Ciaz,2018,730000,Petrol,Comprehensive,Automatic,1462,103.25,Silver,5,20.28
Sedan,70000,2,BMW,BMW 5 Series,2012,1000000,Diesel,Third Party insurance,Automatic,1995,218.0,Others,5,16.73
SUV,78000,1,Toyota,Toyota Fortuner,2013,1791000,Diesel,Comprehensive,Manual,2982,168.5,Golden,7,13.0
Sedan,55000,2,BMW,BMW 3 Series,2012,1350000,Diesel,Comprehensive,Automatic,1995,190.0,Grey,5,22.69
Hatchback,30272,1,Hyundai,Hyundai Grand i10,2017,509999,Petrol,Comprehensive,Manual,1197,81.86,White,5,17.0
SUV,64285,1,Ford,Ford Ecosport,2018,860000,Petrol,Third Party insurance,Manual,999,123.24,White,5,18.88
Hatchback,76697,3,Hyundai,Hyundai i20,2014,484999,Diesel,Zero Dep,Manual,1396,88.73,Red,5,22.54
Hatchback,100000,1,Mini,Mini 5 DOOR,2015,1700000,Diesel,Third Party insurance,Automatic,1496,113.98,Blue,5,20.7
Sedan,95291,1,Maruti,Maruti Swift Dzire,2017,636000,Petrol,Third Party,Automatic,1197,81.8,Blue,5,21.21
Sedan,84005,1,Volkswagen,Volkswagen Ameo,2017,571000,Petrol,Comprehensive,Manual,1198,73.75,White,5,17.0
SUV,8000,1,Renault,Renault Kiger,2021,825000,Petrol,Comprehensive,Automatic,999,71.01,White,5,19.03
Hatchback,49254,1,Datsun,Datsun RediGO,2021,393000,Petrol,Zero Dep,Manual,999,67.05,Blue,5,21.7
SUV,20000,1,Kia,Kia Sonet,2021,1100000,Diesel,Third Party insurance,Manual,1493,98.63,Black,5,18.4
Hatchback,97522,2,Hyundai,Hyundai Grand i10,2016,420000,Petrol,Third Party,Manual,1197,82.0,Others,5,18.9
SUV,34097,1,Ford,Ford Ecosport,2017,704000,Petrol,Zero Dep,Manual,999,123.24,White,5,18.88
SUV,10000,1,Nissan,Nissan Magnite,2022,950000,Petrol,Third Party insurance,Automatic,999,98.63,Gray,5,17.4
SUV,3000,1,Mercedes-Benz,Mercedes-Benz GLE,2022,9000000,Diesel,Comprehensive,Automatic,1950,241.38,White,5,17.4
Hatchback,19252,0,Hyundai,Hyundai i20,2021,770000,Petrol,Third Party insurance,Manual,998,118.36,Grey,5,20.0
SUV,30000,1,Kia,Kia Sonet,2020,1200000,Diesel,Third Party insurance,Automatic,1493,113.43,Red,5,20.0
Hatchback,80000,3,Fiat,Fiat Grande Punto,2010,120000,Petrol,Third Party insurance,Manual,1368,88.7,Red,5,14.6
Sedan,25581,1,Maruti,Maruti Swift Dzire,2021,750000,Petrol,Comprehensive,Manual,1197,83.14,Silver,5,20.85
SUV,34000,1,Skoda,Skoda Kodiaq,2022,3750000,Petrol,Comprehensive,Automatic,1984,187.74,White,7,12.78
SUV,45000,1,BMW,BMW X1,2018,2655000,Diesel,Comprehensive,Automatic,1995,188.0,White,5,20.68
Hatchback,20000,2,Renault,Renault KWID,2019,409999,Petrol,Third Party insurance,Automatic,999,67.0,Others,5,24.04
SUV,20000,1,Nissan,Nissan Magnite,2021,1050000,Petrol,Third Party insurance,Manual,999,98.63,Others,5,20.0
Hatchback,123394,1,Maruti,Maruti Baleno,2016,622000,Diesel,Third Party insurance,Manual,1248,74.0,Blue,5,27.39
Hatchback,106275,2,Volkswagen,Volkswagen Polo,2018,730000,Diesel,Comprehensive,Manual,1498,88.0,Red,5,20.14
Sedan,58416,1,Honda,Honda City,2019,950000,Petrol,Third Party insurance,Manual,1497,117.6,MODERN STEEL METALLIC,5,17.4
Hatchback,18704,2,Maruti,Maruti Alto K10,2017,357000,Petrol,Comprehensive,Manual,998,67.05,Black,5,23.95
Sedan,27166,1,Honda,Honda City,2015,621000,Petrol,Comprehensive,Manual,1497,117.3,Grey,5,17.4
Sedan,30000,2,Honda,Honda City,2020,1125000,Petrol,Third Party insurance,Automatic,1498,119.35,Others,5,18.3
SUV,76384,1,Kia,Kia Seltos,2021,1639000,Diesel,Third Party,Automatic,1493,113.43,White,5,18.0
SUV,45000,1,Hyundai,Hyundai Creta,2017,1215000,Diesel,Comprehensive,Automatic,1582,126.2,White,5,17.01
Hatchback,17160,1,Hyundai,Hyundai i20,2016,635000,Petrol,Third Party,Manual,1197,81.83,Red,5,18.6
SUV,15817,1,Volkswagen,Volkswagen Taigun,2022,1466000,Petrol,Third Party,Manual,999,113.98,Silver,5,20.08
Hatchback,10000,2,Renault,Renault KWID,2021,500000,Petrol,Third Party insurance,Manual,999,67.0,Others,5,21.74
Hatchback,31268,0,Renault,Renault KWID,2020,425000,Petrol,Third Party insurance,Manual,999,67.0,Brown,5,21.74
Hatchback,7267,1,Maruti,Maruti Celerio,2019,500000,Petrol,Third Party insurance,Manual,998,67.04,Orange,5,23.1
Hatchback,30000,2,Honda,Honda Jazz,2017,550000,Petrol,Third Party insurance,Manual,1199,88.7,Others,5,18.7
Hatchback,60000,2,Tata,Tata Nano,2012,87000,Petrol,Third Party insurance,Manual,624,37.48016,Others,4,25.4
SUV,100000,3,Mahindra,Mahindra Scorpio,2013,490000,Diesel,Third Party insurance,Manual,2179,120.0,Others,8,12.05
Sedan,222996,1,Honda,Honda Amaze,2014,300000,Petrol,Comprehensive,Manual,1199,88.76,Blue,5,18.6
SUV,30742,1,Honda,Honda WR-V,2018,770000,Petrol,Third Party insurance,Manual,1199,88.7,Red,5,17.5
Hatchback,110000,1,Maruti,Maruti Swift,2014,390000,Diesel,Third Party insurance,Manual,1248,74.0,Others,5,25.2
Hatchback,132787,2,Ford,Ford Figo,2010,210000,Diesel,Comprehensive,Manual,1399,68.0,Grey,5,20.0
SUV,29351,1,Tata,Tata Nexon,2021,1105000,Diesel,Comprehensive,Automatic,1497,108.49,Black,5,22.07
SUV,10048,1,Tata,Tata Nexon,2018,725000,Petrol,Zero Dep,Manual,1198,108.5,Blue,5,17.0
Sedan,50000,2,Maruti,Maruti Ciaz,2016,580000,Petrol,Third Party insurance,Manual,1373,91.1,Others,5,20.73
Hatchback,14696,1,Maruti,Maruti Baleno,2017,659000,Petrol,Comprehensive,Automatic,1197,83.1,Silver,5,21.4
Hatchback,27153,1,Renault,Renault KWID,2016,356000,Petrol,Comprehensive,Manual,799,53.3,White,5,25.17
Hatchback,50000,1,Hyundai,Hyundai Grand i10,2016,480000,Petrol,Third Party insurance,Manual,1197,82.0,Others,5,18.9
MUV,43879,1,Renault,Renault Triber,2021,689000,Petrol,Comprehensive,Manual,999,71.01,Others,7,20.0
Hatchback,40480,1,Volkswagen,Volkswagen Polo,2017,625000,Petrol,Third Party insurance,Manual,1199,74.0,Brown,5,16.2
SUV,32112,1,Ford,Ford Ecosport,2018,802999,Petrol,Zero Dep,Manual,1497,121.31,Silver,5,17.0
Hatchback,31239,2,Maruti,Maruti Celerio,2017,516000,Petrol,Comprehensive,Manual,998,65.71,Silver,5,25.24
Sedan,20000,1,Maruti,Maruti Ciaz,2018,950000,Diesel,Third Party insurance,Manual,1248,88.5,Silver,5,28.09
SUV,80000,2,Mahindra,Mahindra XUV500,2014,825000,Diesel,Third Party insurance,Manual,2179,140.0,Others,7,15.1
Hatchback,91112,1,Mahindra,Mahindra KUV 100 NXT,2017,375000,Diesel,Comprehensive,Manual,1198,77.0,BERRY RED,6,25.32
Hatchback,68767,0,Maruti,Maruti Alto,2009,180000,Petrol,Third Party insurance,Manual,796,46.3,Red,5,19.7
MUV,30000,1,Kia,Kia Carens,2022,1900000,Petrol,Third Party insurance,Automatic,1353,138.05,Silver,6,16.5
SUV,10000,1,Kia,Kia Sonet,2022,900000,Petrol,Third Party insurance,Manual,1197,81.86,White,5,18.4
Hatchback,42600,1,Maruti,Maruti Alto 800,2013,204999,Petrol,Comprehensive,Manual,796,47.3,SILKY SILVER,5,22.74
Hatchback,13270,0,Maruti,Maruti Baleno,2021,710000,Petrol,Third Party insurance,Manual,1197,81.8,Blue,5,21.01
Sedan,40000,1,Maruti,Maruti Swift Dzire,2019,630000,Petrol,Third Party insurance,Manual,1197,81.8,Others,5,21.21
Sedan,120000,3,Ford,Ford Fiesta,2009,155000,Petrol,Third Party insurance,Manual,1596,81.8,Black,5,15.3
Sedan,22286,2,Honda,Honda City,2017,799000,Petrol,Third Party insurance,Manual,1497,117.3,Silver,5,17.8
Hatchback,12132,1,Maruti,Maruti Wagon R,2022,630000,Petrol,Comprehensive,Manual,1197,81.8,Silver,5,20.52
Hatchback,79048,1,Tata,Tata Tiago,2018,415000,Petrol,Third Party insurance,Manual,1199,84.82,Blue,5,19.01
Hatchback,48360,3,Tata,Tata Tiago,2016,417000,Petrol,Third Party insurance,Manual,1199,84.0,Blue,5,23.84
Hatchback,54538,2,Renault,Renault KWID,2016,334000,Petrol,Comprehensive,Manual,799,53.3,Silver,5,25.17
Sedan,32157,1,Maruti,Maruti Swift Dzire,2017,590000,Petrol,Third Party insurance,Manual,1197,83.14,White,5,20.85
SUV,34182,1,Kia,Kia Seltos,2019,1028999,Petrol,Zero Dep,Manual,1497,113.43,Red,5,16.8
Hatchback,176801,1,Maruti,Maruti Swift,2009,250000,Diesel,Comprehensive,Manual,1248,74.0,Silver,5,28.4
SUV,81508,1,Nissan,Nissan Magnite,2021,711000,Petrol,Comprehensive,Manual,999,71.02,Red,5,18.75
SUV,42036,2,Tata,Tata Nexon,2020,950000,Petrol,Comprehensive,Automatic,1199,118.36,Blue,5,16.35
SUV,22500,1,Mercedes-Benz,Mercedes-Benz GLA Class,2015,2140000,Diesel,Comprehensive,Automatic,2143,134.1,Brown,5,13.0
Sedan,80000,3,Chevrolet,Chevrolet Aveo,2008,140000,Petrol,Third Party insurance,Manual,1399,92.7,Others,5,14.49
SUV,29640,1,Honda,Honda WR-V,2017,760000,Petrol,Third Party insurance,Manual,1199,88.7,Silver,5,17.5
SUV,52000,1,Land Rover,Land Rover Range Rover Velar,2018,7000000,Diesel,Comprehensive,Automatic,1999,177.0,Black,5,22.3
Hatchback,100000,3,Hyundai,Hyundai i20,2012,300000,Diesel,Third Party insurance,Manual,1396,88.76,Others,5,21.9
SUV,32000,1,Ford,Ford Ecosport,2020,1080000,Diesel,Comprehensive,Manual,1498,98.96,Blue,5,21.7
